order_id,customer_id,payment,order_date,delivery_date,delivery_time,churn
667,737,48958,2021-03-23,2021-03-28,5 days,1
668,22,40483,2021-03-15,2021-03-30,15 days,1
669,247,17921,2021-06-18,2021-07-02,14 days,1
670,1,10246,2021-03-06,2021-04-01,26 days,1
671,156,28194,2021-06-22,2021-07-08,16 days,1
672,677,59213,2021-02-12,2021-02-25,13 days,1
673,326,34789,2021-02-05,2021-02-19,14 days,1
674,300,51598,2021-01-29,2021-02-05,7 days,1
675,896,43080,2021-06-05,2021-06-13,8 days,1
676,889,52587,2021-09-24,2021-10-11,17 days,0
677,267,38429,2021-07-05,2021-07-08,3 days,1
678,711,57891,2021-04-28,2021-05-14,16 days,1
679,308,37006,2021-03-05,2021-03-22,17 days,0
680,800,43491,2021-05-04,2021-05-22,18 days,0
681,463,53576,2021-10-10,2021-10-19,9 days,0
682,454,11469,2021-02-28,2021-03-18,18 days,0
683,276,59748,2021-01-01,2021-01-05,4 days,1
684,956,36919,2021-10-12,2021-10-17,5 days,0
685,851,22299,2021-08-06,2021-08-21,15 days,1
686,799,47994,2021-06-14,2021-06-15,1 days,0
687,341,39406,2021-03-30,2021-04-12,13 days,1
688,574,55980,2021-03-08,2021-03-29,21 days,0
689,884,12572,2021-10-03,2021-10-28,25 days,0
690,941,32100,2021-10-05,2021-10-26,21 days,0
691,78,46697,2021-04-03,2021-04-19,16 days,1
692,697,13501,2021-06-18,2021-07-05,17 days,1
693,714,28424,2021-04-29,2021-05-16,17 days,1
694,634,56801,2021-04-17,2021-05-11,24 days,1
695,92,26374,2021-07-01,2021-07-20,19 days,1
696,230,50224,2021-09-01,2021-09-27,26 days,0
697,830,12310,2021-07-20,2021-07-28,8 days,0
698,821,40922,2021-05-19,2021-06-13,25 days,1
699,311,58950,2021-01-29,2021-02-12,14 days,1
700,788,55928,2021-07-01,2021-07-26,25 days,1
701,659,40717,2021-08-28,2021-09-10,13 days,0
702,310,31509,2021-06-23,2021-07-14,21 days,1
703,327,26168,2021-02-07,2021-02-28,21 days,0
704,260,45954,2021-07-21,2021-07-27,6 days,1
705,107,11686,2021-01-14,2021-01-25,11 days,0
706,844,12902,2021-07-20,2021-07-21,1 days,1
707,589,25153,2021-05-12,2021-05-18,6 days,0
708,687,56307,2021-10-24,2021-11-10,17 days,0
709,772,36257,2021-06-17,2021-07-13,26 days,1
710,134,27729,2021-02-07,2021-02-08,1 days,1
711,228,16935,2021-06-22,2021-07-08,16 days,1
712,474,11718,2021-08-18,2021-08-29,11 days,1
713,241,15915,2021-07-14,2021-08-09,26 days,1
714,50,15121,2021-02-07,2021-02-19,12 days,1
715,225,51678,2021-10-19,2021-11-12,24 days,0
716,502,32660,2021-07-31,2021-08-26,26 days,1
717,696,52327,2021-03-11,2021-04-05,25 days,1
718,665,55727,2021-05-13,2021-05-20,7 days,1
719,387,24377,2021-09-19,2021-09-24,5 days,0
720,465,33029,2021-03-12,2021-03-23,11 days,1
721,755,59414,2021-08-28,2021-09-04,7 days,0
722,401,20524,2021-10-24,2021-11-20,27 days,0
723,135,54098,2021-10-03,2021-10-16,13 days,0
724,394,14883,2021-03-04,2021-03-28,24 days,1
725,674,55213,2021-09-26,2021-10-05,9 days,0
726,447,28356,2021-09-15,2021-10-05,20 days,0
727,852,56021,2021-05-01,2021-05-18,17 days,1
728,526,10662,2021-08-29,2021-08-30,1 days,0
729,1,35593,2021-02-18,2021-03-01,11 days,1
730,88,16533,2021-06-20,2021-07-10,20 days,1
731,214,44433,2021-06-21,2021-07-02,11 days,1
732,40,40317,2021-05-09,2021-05-29,20 days,1
733,387,42467,2021-05-26,2021-06-22,27 days,0
734,623,30153,2021-01-25,2021-01-31,6 days,0
735,754,39820,2021-10-03,2021-10-16,13 days,0
736,793,26942,2021-04-10,2021-05-03,23 days,1
737,453,30264,2021-05-26,2021-05-30,4 days,1
738,144,57487,2021-07-16,2021-08-09,24 days,1
739,211,32122,2021-09-14,2021-09-23,9 days,0
740,178,58226,2021-02-05,2021-02-10,5 days,1
741,710,31913,2021-02-03,2021-02-17,14 days,1
742,750,51184,2021-10-21,2021-11-01,11 days,0
743,909,25854,2021-03-25,2021-03-27,2 days,1
744,107,23613,2021-01-25,2021-02-14,20 days,0
745,643,13862,2021-03-21,2021-04-01,11 days,1
746,445,24804,2021-06-19,2021-06-27,8 days,1
747,299,22099,2021-05-11,2021-05-28,17 days,1
748,27,49811,2021-05-16,2021-06-06,21 days,1
749,693,25016,2021-09-20,2021-09-24,4 days,0
750,758,58084,2021-02-19,2021-03-01,10 days,0
751,254,47650,2021-06-20,2021-07-06,16 days,1
752,535,46911,2021-10-08,2021-10-12,4 days,0
753,40,39610,2021-02-20,2021-02-28,8 days,1
754,778,43858,2021-06-30,2021-07-23,23 days,0
755,123,47937,2021-04-11,2021-05-06,25 days,0
756,318,23746,2021-03-19,2021-03-29,10 days,1
757,632,45216,2021-06-03,2021-06-15,12 days,0
758,781,24144,2021-03-27,2021-04-21,25 days,1
759,857,18160,2021-06-06,2021-07-03,27 days,1
760,207,14658,2021-07-09,2021-07-11,2 days,0
761,198,52629,2021-10-03,2021-10-25,22 days,0
762,83,25268,2021-08-13,2021-08-20,7 days,1
763,974,30436,2021-03-18,2021-04-05,18 days,1
764,955,46239,2021-09-16,2021-10-04,18 days,0
765,660,27554,2021-01-15,2021-02-01,17 days,1
766,929,13750,2021-08-06,2021-08-15,9 days,1
767,169,51648,2021-04-28,2021-04-30,2 days,1
768,558,34334,2021-09-29,2021-10-16,17 days,0
769,422,32501,2021-09-10,2021-10-04,24 days,0
770,868,22564,2021-02-06,2021-02-28,22 days,1
771,970,33204,2021-06-06,2021-06-18,12 days,1
772,573,32936,2021-06-07,2021-06-27,20 days,1
773,998,21349,2021-07-19,2021-08-07,19 days,1
774,416,31076,2021-06-23,2021-07-13,20 days,0
775,348,21561,2021-06-11,2021-07-05,24 days,0
776,265,44395,2021-09-02,2021-09-27,25 days,0
777,431,13696,2021-01-16,2021-02-09,24 days,1
778,42,19228,2021-01-24,2021-02-07,14 days,1
779,698,39836,2021-07-07,2021-07-21,14 days,1
780,100,37821,2021-01-27,2021-01-29,2 days,1
781,465,44121,2021-08-21,2021-09-11,21 days,1
782,872,28459,2021-03-07,2021-03-23,16 days,1
783,683,31824,2021-01-17,2021-01-19,2 days,1
784,436,45143,2021-03-14,2021-04-04,21 days,1
785,445,52702,2021-03-22,2021-04-02,11 days,1
786,472,51344,2021-05-02,2021-05-08,6 days,1
787,44,59055,2021-07-18,2021-07-31,13 days,1
788,108,18355,2021-10-08,2021-10-13,5 days,0
789,762,35084,2021-10-11,2021-11-03,23 days,0
790,187,46050,2021-05-16,2021-05-27,11 days,1
791,476,51003,2021-05-05,2021-05-21,16 days,1
792,240,13672,2021-07-16,2021-08-12,27 days,0
793,258,39635,2021-01-27,2021-02-03,7 days,1
794,418,55757,2021-04-18,2021-05-08,20 days,1
795,427,51672,2021-06-07,2021-06-30,23 days,0
796,592,18804,2021-07-31,2021-08-06,6 days,1
797,908,41715,2021-07-25,2021-08-06,12 days,0
798,825,54551,2021-03-17,2021-04-01,15 days,1
799,651,41626,2021-03-11,2021-04-04,24 days,1
800,422,20089,2021-06-21,2021-06-23,2 days,0
801,995,58829,2021-08-02,2021-08-17,15 days,1
802,501,52930,2021-10-05,2021-10-23,18 days,0
803,625,25565,2021-04-03,2021-04-16,13 days,1
804,323,18090,2021-04-10,2021-04-21,11 days,1
805,416,13968,2021-10-02,2021-10-03,1 days,0
806,684,41441,2021-08-01,2021-08-16,15 days,1
807,636,47092,2021-02-17,2021-03-03,14 days,1
808,219,50929,2021-10-13,2021-10-30,17 days,0
809,73,26098,2021-02-11,2021-02-25,14 days,1
810,768,37440,2021-03-22,2021-04-04,13 days,1
811,764,23731,2021-10-22,2021-10-24,2 days,0
812,183,51668,2021-07-09,2021-07-13,4 days,1
813,908,52226,2021-08-11,2021-09-01,21 days,0
814,664,47232,2021-03-04,2021-03-28,24 days,0
815,572,50066,2021-05-02,2021-05-17,15 days,1
816,620,32362,2021-02-02,2021-02-06,4 days,1
817,944,35818,2021-06-27,2021-07-05,8 days,1
818,865,16625,2021-03-15,2021-04-10,26 days,1
819,461,48601,2021-01-19,2021-01-22,3 days,1
820,801,33182,2021-09-25,2021-10-03,8 days,0
821,118,27802,2021-01-03,2021-01-10,7 days,1
822,524,17615,2021-09-05,2021-09-12,7 days,0
823,223,15928,2021-04-29,2021-05-04,5 days,0
824,724,51124,2021-01-04,2021-01-28,24 days,1
825,787,13832,2021-01-27,2021-02-22,26 days,1
826,375,32770,2021-08-16,2021-09-06,21 days,1
827,292,27202,2021-05-09,2021-06-05,27 days,1
828,601,32593,2021-01-09,2021-01-27,18 days,1
829,951,22744,2021-04-06,2021-04-28,22 days,1
830,956,36830,2021-03-22,2021-03-23,1 days,0
831,338,17700,2021-08-04,2021-08-20,16 days,1
832,627,52583,2021-09-06,2021-09-27,21 days,0
833,317,12955,2021-03-03,2021-03-20,17 days,1
834,139,27691,2021-02-23,2021-03-08,13 days,1
835,106,34923,2021-01-02,2021-01-07,5 days,1
836,971,16047,2021-08-18,2021-08-24,6 days,1
837,989,16281,2021-01-12,2021-01-27,15 days,1
838,946,56562,2021-01-02,2021-01-15,13 days,1
839,306,42095,2021-09-16,2021-09-27,11 days,0
840,183,50682,2021-06-30,2021-07-08,8 days,1
841,348,39690,2021-06-29,2021-07-12,13 days,0
842,310,22552,2021-01-10,2021-01-29,19 days,1
843,956,17717,2021-07-03,2021-07-09,6 days,0
844,35,34733,2021-09-26,2021-10-18,22 days,0
845,457,11229,2021-04-25,2021-05-22,27 days,1
846,515,58585,2021-09-17,2021-10-10,23 days,0
847,566,43999,2021-10-19,2021-11-04,16 days,0
848,813,18195,2021-09-24,2021-10-14,20 days,0
849,882,21468,2021-08-11,2021-09-01,21 days,0
850,254,16739,2021-04-08,2021-04-27,19 days,1
851,365,15504,2021-04-23,2021-05-02,9 days,1
852,102,42616,2021-04-11,2021-05-08,27 days,1
853,653,28448,2021-09-27,2021-10-18,21 days,0
854,680,55361,2021-08-10,2021-08-27,17 days,1
855,620,13177,2021-01-26,2021-02-02,7 days,1
856,289,35823,2021-01-13,2021-01-22,9 days,1
857,577,43897,2021-09-01,2021-09-10,9 days,0
858,987,48827,2021-03-16,2021-03-27,11 days,1
859,269,42679,2021-03-26,2021-04-09,14 days,1
860,570,18813,2021-04-09,2021-05-04,25 days,1
861,315,11565,2021-05-31,2021-06-20,20 days,1
862,984,43784,2021-10-11,2021-10-20,9 days,0
863,81,33163,2021-05-10,2021-05-18,8 days,1
864,414,48691,2021-03-29,2021-04-17,19 days,1
865,490,24343,2021-07-27,2021-07-30,3 days,1
866,88,48270,2021-04-11,2021-04-21,10 days,1
867,342,42248,2021-03-23,2021-04-07,15 days,1
868,937,43447,2021-03-31,2021-04-03,3 days,1
869,605,11108,2021-09-25,2021-10-20,25 days,0
870,647,47385,2021-08-01,2021-08-12,11 days,1
871,550,10888,2021-09-24,2021-10-08,14 days,0
872,954,43868,2021-09-26,2021-10-14,18 days,0
873,100,55341,2021-04-25,2021-05-07,12 days,1
874,557,25370,2021-03-25,2021-04-10,16 days,1
875,383,25336,2021-02-26,2021-02-27,1 days,1
876,566,52388,2021-05-20,2021-05-24,4 days,0
877,558,25468,2021-07-14,2021-08-02,19 days,0
878,470,50578,2021-03-31,2021-04-20,20 days,1
879,370,37561,2021-10-11,2021-10-20,9 days,0
880,872,43851,2021-02-19,2021-03-16,25 days,1
881,318,51945,2021-02-18,2021-03-10,20 days,1
882,821,53666,2021-07-05,2021-07-07,2 days,1
883,360,43729,2021-02-27,2021-03-05,6 days,1
884,62,54659,2021-08-16,2021-09-08,23 days,0
885,16,27561,2021-10-18,2021-11-13,26 days,0
886,898,51067,2021-09-22,2021-10-18,26 days,0
887,669,10969,2021-01-27,2021-02-20,24 days,1
888,108,38001,2021-04-20,2021-05-03,13 days,0
889,332,27115,2021-07-31,2021-08-11,11 days,1
890,649,54889,2021-06-21,2021-07-07,16 days,1
891,350,36118,2021-08-12,2021-08-14,2 days,1
892,586,21071,2021-04-09,2021-04-11,2 days,1
893,854,49324,2021-03-06,2021-03-14,8 days,1
894,1000,35622,2021-10-11,2021-10-13,2 days,0
895,664,56830,2021-07-26,2021-08-15,20 days,0
896,446,46213,2021-03-14,2021-03-31,17 days,1
897,278,46681,2021-08-26,2021-09-17,22 days,0
898,465,51868,2021-06-30,2021-07-04,4 days,1
899,408,32250,2021-08-04,2021-08-14,10 days,1
900,409,31161,2021-07-07,2021-07-24,17 days,1
901,305,46735,2021-05-05,2021-05-06,1 days,1
902,553,30330,2021-01-12,2021-01-15,3 days,0
903,789,21721,2021-01-05,2021-01-21,16 days,1
904,980,40117,2021-03-24,2021-04-07,14 days,0
905,439,57884,2021-01-11,2021-01-23,12 days,1
906,870,40632,2021-01-21,2021-02-04,14 days,1
907,971,26863,2021-08-15,2021-08-17,2 days,1
908,422,55562,2021-03-15,2021-04-08,24 days,0
909,465,34050,2021-07-18,2021-08-09,22 days,1
910,738,14581,2021-01-27,2021-02-06,10 days,1
911,189,58886,2021-08-23,2021-09-06,14 days,0
912,780,48097,2021-08-23,2021-09-09,17 days,1
913,597,16265,2021-04-03,2021-04-19,16 days,1
914,577,36771,2021-05-09,2021-05-12,3 days,0
915,266,49775,2021-04-17,2021-05-04,17 days,1
916,189,31001,2021-10-12,2021-10-19,7 days,0
917,750,15620,2021-01-02,2021-01-12,10 days,0
918,965,24379,2021-03-07,2021-04-03,27 days,1
919,97,53662,2021-06-29,2021-07-21,22 days,1
920,703,27722,2021-07-26,2021-08-16,21 days,0
921,418,53911,2021-02-17,2021-02-18,1 days,1
922,703,36995,2021-10-10,2021-11-02,23 days,0
923,767,28421,2021-07-05,2021-07-26,21 days,0
924,786,43116,2021-04-04,2021-04-18,14 days,1
925,272,47553,2021-07-16,2021-08-12,27 days,0
926,123,13634,2021-02-08,2021-02-18,10 days,0
927,963,24139,2021-08-02,2021-08-06,4 days,1
928,801,42930,2021-10-14,2021-10-19,5 days,0
929,397,19614,2021-01-31,2021-02-06,6 days,1
930,150,17581,2021-06-22,2021-06-30,8 days,1
931,502,12528,2021-06-04,2021-06-19,15 days,1
932,45,27978,2021-08-22,2021-08-23,1 days,1
933,595,55917,2021-04-28,2021-05-20,22 days,1
934,736,23252,2021-04-03,2021-04-21,18 days,1
935,129,16962,2021-07-01,2021-07-16,15 days,0
936,148,47197,2021-07-16,2021-08-01,16 days,1
937,72,13216,2021-06-04,2021-06-25,21 days,1
938,128,41631,2021-06-12,2021-06-28,16 days,1
939,432,24169,2021-04-02,2021-04-21,19 days,1
940,813,11980,2021-09-11,2021-10-04,23 days,0
941,662,56019,2021-09-30,2021-10-05,5 days,0
942,282,46279,2021-06-09,2021-06-10,1 days,1
943,76,26707,2021-02-22,2021-03-14,20 days,1
944,774,27648,2021-07-17,2021-08-09,23 days,0
945,54,11172,2021-07-04,2021-07-22,18 days,1
946,455,33414,2021-04-20,2021-05-13,23 days,1
947,49,47022,2021-06-24,2021-07-02,8 days,0
948,35,18783,2021-08-24,2021-09-02,9 days,0
949,244,50347,2021-02-02,2021-02-17,15 days,1
950,328,43066,2021-10-16,2021-10-31,15 days,0
951,515,28300,2021-09-30,2021-10-23,23 days,0
952,883,57857,2021-08-05,2021-08-25,20 days,1
953,733,28033,2021-04-18,2021-04-26,8 days,1
954,370,33703,2021-03-28,2021-04-15,18 days,0
955,209,30609,2021-01-20,2021-02-05,16 days,1
956,549,19917,2021-05-18,2021-06-07,20 days,0
957,740,47132,2021-08-20,2021-08-30,10 days,1
958,577,42170,2021-06-21,2021-07-01,10 days,0
959,565,10777,2021-01-17,2021-02-10,24 days,1
960,362,32197,2021-09-19,2021-10-07,18 days,0
961,717,54557,2021-03-19,2021-04-15,27 days,1
962,657,49485,2021-02-09,2021-02-18,9 days,1
963,108,18632,2021-06-18,2021-07-14,26 days,0
964,367,22258,2021-07-08,2021-07-16,8 days,0
965,69,14014,2021-07-24,2021-07-29,5 days,1
966,639,28100,2021-02-25,2021-03-10,13 days,1
967,306,32010,2021-10-11,2021-11-07,27 days,0
968,765,32223,2021-03-14,2021-04-03,20 days,1
969,639,23565,2021-05-22,2021-05-25,3 days,1
970,382,36941,2021-01-04,2021-01-23,19 days,1
971,272,40173,2021-08-26,2021-09-12,17 days,0
972,117,10698,2021-07-22,2021-08-08,17 days,1
973,232,49214,2021-09-04,2021-09-24,20 days,0
974,221,17928,2021-01-22,2021-02-18,27 days,1
975,316,28211,2021-01-18,2021-01-30,12 days,1
976,778,11014,2021-10-15,2021-11-04,20 days,0
977,463,19220,2021-04-23,2021-05-06,13 days,0
978,827,24589,2021-04-24,2021-05-18,24 days,1
979,813,31437,2021-04-07,2021-04-21,14 days,0
980,84,57728,2021-10-19,2021-11-14,26 days,0
981,830,37730,2021-10-02,2021-10-12,10 days,0
982,123,33286,2021-03-30,2021-04-07,8 days,0
983,677,49941,2021-07-12,2021-07-14,2 days,1
984,359,10390,2021-09-23,2021-09-30,7 days,0
985,581,59558,2021-02-07,2021-02-09,2 days,1
986,116,13431,2021-08-02,2021-08-15,13 days,1
987,247,30215,2021-07-13,2021-08-09,27 days,1
988,496,27204,2021-02-04,2021-02-16,12 days,1
989,595,27217,2021-01-06,2021-01-29,23 days,1
990,87,40306,2021-08-17,2021-09-06,20 days,1
991,493,17535,2021-01-09,2021-01-16,7 days,0
992,770,53679,2021-07-23,2021-08-14,22 days,1
993,268,33479,2021-03-29,2021-04-11,13 days,1
994,920,59074,2021-07-15,2021-07-17,2 days,1
995,15,43588,2021-04-14,2021-04-28,14 days,1
996,345,37843,2021-01-13,2021-02-02,20 days,1
997,346,53831,2021-01-18,2021-01-31,13 days,1
998,407,53308,2021-05-05,2021-05-21,16 days,1
999,428,31643,2021-06-15,2021-07-12,27 days,1
1000,896,27836,2021-04-07,2021-04-24,17 days,1
